date;time;subject;blocknum;trialnum;trialcode;response;correct;cor2;latency;stimulusnumber1;stimulusitem1
02/12/2023;23:17:31;101;31;4;solution_visAHA;Katze;0;2;3245;1;Bitte tippe Dein (damaliges) Lýsungswort hier ein:
02/12/2023;23:17:31;101;32;2;visAHA;2;1;;2482;8;1PVIP_008_boat2.jpg
02/12/2023;23:17:31;101;32;3;solution_solved_VIS;2;1;;1295;1;Aufgabe im MRT GELýST?         1 = definitiv gelýst      2 = vermutlich gelýst      3 = weiý ich nicht mehr      4 = vermutlich NICHT gelýst      5 = definitiv NICHT gelýst
02/12/2023;23:17:31;101;32;4;solution_visAHA;Schiff;0;2;2670;1;Bitte tippe Dein (damaliges) Lýsungswort hier ein:
02/12/2023;23:17:31;101;33;2;visAHA;4;0;;4818;114;2PVIP_109_shoes2_gauss4.jpg
02/12/2023;23:17:31;101;34;2;visAHA;5;0;;1619;7;1PVIP_007_bird3.jpg
02/12/2023;23:17:31;101;35;2;visCATCH;6;1;;1533;7;3PVIP_038_beaver2_gauss4.jpg
02/12/2023;23:17:31;101;36;2;visAHA;4;0;;2537;35;1PVIP_035_orchid_gauss1.jpg
02/12/2023;23:17:31;101;37;2;visCATCH;5;1;;1398;52;3PVIP_023_lobster_gauss6.jpg
02/12/2023;23:17:31;101;38;2;visAHA;4;0;;3736;29;1PVIP_029_leopard3.jpg
02/12/2023;23:17:31;101;39;2;visAHA;6;0;;2405;94;2PVIP_089_hammer_gauss2.jpg
02/12/2023;23:17:31;101;40;2;visCATCH;5;1;;2880;20;3PVIP_052_cat3.jpg
02/12/2023;23:17:31;101;41;2;visAHA;4;0;;3383;20;1PVIP_020_fork.jpg
02/12/2023;23:17:31;101;42;2;visAHA;3;1;;4179;98;2PVIP_093_kamel_gauss1.5.jpg
02/12/2023;23:17:31;101;42;3;solution_solved_VIS;3;1;;1525;1;Aufgabe im MRT GELýST?         1 = definitiv gelýst      2 = vermutlich gelýst      3 = weiý ich nicht mehr      4 = vermutlich NICHT gelýst      5 = definitiv NICHT gelýst
02/12/2023;23:17:31;101;42;4;solution_visAHA;Kamel;0;1;2714;1;Bitte tippe Dein (damaliges) Lýsungswort hier ein:
02/12/2023;23:17:31;101;43;2;visAHA;2;1;;6068;17;1PVIP_017_deer2_gauss1.jpg
02/12/2023;23:17:31;101;43;3;solution_solved_VIS;4;0;;3345;1;Aufgabe im MRT GELýST?         1 = definitiv gelýst      2 = vermutlich gelýst      3 = weiý ich nicht mehr      4 = vermutlich NICHT gelýst      5 = definitiv NICHT gelýst
02/12/2023;23:17:31;101;44;2;visAHA;5;0;;3174;55;1PVIP_082_erdbeere_gauss1.jpg
02/12/2023;23:17:31;101;45;2;visCATCH;5;1;;1681;57;3PVIP_028_peach_gauss3.jpg
02/12/2023;23:17:31;101;46;2;visAHA;5;0;;3929;31;1PVIP_031_lizard_gauss2.jpg
02/12/2023;23:17:31;101;47;2;visAHA;3;1;;4334;50;1PVIP_050_typewriter_gauss5.5.jpg
02/12/2023;23:17:31;101;47;3;solution_solved_VIS;6;0;;2633;1;Aufgabe im MRT GELýST?         1 = definitiv gelýst      2 = vermutlich gelýst      3 = weiý ich nicht mehr      4 = vermutlich NICHT gelýst      5 = definitiv NICHT gelýst
02/12/2023;23:17:31;101;48;2;visCATCH;4;1;;3642;6;3PVIP_037_beard2_gauss5.jpg
02/12/2023;23:17:31;101;49;2;visAHA;5;0;;2627;76;2PVIP_070_cauliflower.new_gauss3.jpg
02/12/2023;23:17:31;101;50;2;visAHA;3;1;;2388;116;2PVIP_111_snake3.jpg
02/12/2023;23:17:31;101;50;3;solution_solved_VIS;3;1;;750;1;Aufgabe im MRT GELýST?         1 = definitiv gelýst      2 = vermutlich gelýst      3 = weiý ich nicht mehr      4 = vermutlich NICHT gelýst      5 = definitiv NICHT gelýst
02/12/2023;23:17:31;101;50;4;solution_visAHA;Schlange;0;1;3784;1;Bitte tippe Dein (damaliges) Lýsungswort hier ein:
02/12/2023;23:17:31;101;51;2;visCATCH;5;1;;2352;60;3PVIP_031_prison_gauss7.jpg
02/12/2023;23:17:31;101;52;2;visAHA;6;0;;2428;96;2PVIP_091_horn.new_gauss3.jpg
02/12/2023;23:17:31;101;53;2;visCATCH;5;1;;1157;8;3PVIP_039_birdie_gauss7.jpg
02/12/2023;23:17:31;101;54;2;visAHA;4;0;;2450;103;2PVIP_098_lion2.jpg
02/12/2023;23:17:31;101;55;2;visCATCH;6;1;;2042;17;3PVIP_049_seahorse_gauss6.jpg
02/12/2023;23:17:31;101;56;2;visAHA;5;0;;2220;11;1PVIP_011_butterfly2.jpg
02/12/2023;23:17:31;101;57;2;visCATCH;5;1;;2910;10;3PVIP_041_bouquet1_gauss2.jpg
02/12/2023;23:17:31;101;58;2;visAHA;2;1;;2804;21;1PVIP_021_fox1_gauss1.jpg
02/12/2023;23:17:31;101;58;3;solution_solved_VIS;2;1;;1477;1;Aufgabe im MRT GELýST?         1 = definitiv gelýst      2 = vermutlich gelýst      3 = weiý ich nicht mehr      4 = vermutlich NICHT gelýst      5 = definitiv NICHT gelýst
02/12/2023;23:17:31;101;58;4;solution_visAHA;Fuchse;0;1;5137;1;Bitte tippe Dein (damaliges) Lýsungswort hier ein:
02/12/2023;23:17:31;101;59;2;visAHA;4;0;;5772;61;2PVIP_055_affe_gauss4.jpg
02/12/2023;23:17:31;101;60;2;visAHA;3;1;;5336;67;2PVIP_061_boat_gauss3.jpg
02/12/2023;23:17:31;101;60;3;solution_solved_VIS;4;0;;3212;1;Aufgabe im MRT GELýST?         1 = definitiv gelýst      2 = vermutlich gelýst      3 = weiý ich nicht mehr      4 = vermutlich NICHT gelýst      5 = definitiv NICHT gelýst
02/12/2023;23:17:31;101;61;2;visCATCH;6;1;;3534;31;3PVIP_001_cockatoo.new_gauss4.jpg
02/12/2023;23:17:31;101;62;2;visAHA;5;0;;1651;22;1PVIP_022_frog2_gauss4.jpg
02/12/2023;23:17:31;101;63;2;visCATCH;6;1;;2596;47;3PVIP_017_iron_gauss3.jpg
02/12/2023;23:17:31;101;64;2;visAHA;2;1;;5638;81;2PVIP_075_chair3_gauss5.jpg
02/12/2023;23:17:31;101;64;3;solution_solved_VIS;2;1;;1389;1;Aufgabe im MRT GELýST?         1 = definitiv gelýst      2 = vermutlich gelýst      3 = weiý ich nicht mehr      4 = vermutlich NICHT gelýst      5 = definitiv NICHT gelýst
02/12/2023;23:17:31;101;64;4;solution_visAHA;Stuhl;0;1;2953;1;Bitte tippe Dein (damaliges) Lýsungswort hier ein:
02/12/2023;23:17:31;101;65;2;visAHA;4;0;;2968;110;2PVIP_105_puppy1_gauss3.jpg
02/12/2023;23:17:31;101;66;2;visAHA;4;0;;3484;18;1PVIP_018_dog3_gauss2.5.jpg
02/12/2023;23:17:31;101;67;2;visAHA;2;1;;1627;100;2PVIP_095_knob_gauss1.jpg
02/12/2023;23:17:31;101;67;3;solution_solved_VIS;2;1;;1859;1;Aufgabe im MRT GELýST?         1 = definitiv gelýst      2 = vermutlich gelýst      3 = weiý ich nicht mehr      4 = vermutlich NICHT gelýst      5 = definitiv NICHT gelýst
02/12/2023;23:17:31;101;67;4;solution_visAHA;Tur;0;0;3131;1;Bitte tippe Dein (damaliges) Lýsungswort hier ein:
02/12/2023;23:17:31;101;68;2;visAHA;5;0;;2500;52;1PVIP_052_wolf2.jpg
02/12/2023;23:17:31;101;69;2;visCATCH;6;1;;1867;42;3PVIP_012_forceps_gauss4.jpg
02/12/2023;23:17:31;101;70;2;visAHA;6;0;;3059;66;2PVIP_060_bee2.jpg
02/12/2023;23:17:31;101;71;2;visAHA;3;1;;7651;30;1PVIP_030_lion1_gauss2.5.jpg
02/12/2023;23:17:31;101;71;3;solution_solved_VIS;3;1;;1818;1;Aufgabe im MRT GELýST?         1 = definitiv gelýst      2 = vermutlich gelýst      3 = weiý ich nicht mehr      4 = vermutlich NICHT gelýst      5 = definitiv NICHT gelýst
02/12/2023;23:17:31;101;71;4;solution_visAHA;Lowe;0;1;2420;1;Bitte tippe Dein (damaliges) Lýsungswort hier ein:
02/12/2023;23:17:31;101;72;2;visCATCH;4;1;;2905;46;3PVIP_016_indri_gauss3.jpg
02/12/2023;23:17:31;101;73;2;visAHA;5;0;;1367;32;1PVIP_032_mountain_gauss3.5.jpg
02/12/2023;23:17:31;101;74;2;visCATCH;6;1;;1107;33;3PVIP_003_boat3.jpg
02/12/2023;23:17:31;101;75;2;visAHA;5;0;;1561;64;2PVIP_058_bagpipe_gauss6.jpg
02/12/2023;23:17:31;101;76;2;visAHA;5;0;;998;23;1PVIP_023_geese_gauss3.jpg
02/12/2023;23:17:31;101;77;2;visAHA;5;0;;1912;45;1PVIP_045_spider.new_gauss1.jpg
02/12/2023;23:17:31;101;78;2;visCATCH;6;1;;1366;29;3PVIP_061_wing1_gauss4.jpg
02/12/2023;23:17:31;101;79;2;visAHA;2;1;;4306;89;2PVIP_084_fish1_gauss3.jpg
02/12/2023;23:17:31;101;79;3;solution_solved_VIS;3;1;;2271;1;Aufgabe im MRT GELýST?         1 = definitiv gelýst      2 = vermutlich gelýst      3 = weiý ich nicht mehr      4 = vermutlich NICHT gelýst      5 = definitiv NICHT gelýst
02/12/2023;23:17:31;101;79;4;solution_visAHA;Wal;0;0;2333;1;Bitte tippe Dein (damaliges) Lýsungswort hier ein:
02/12/2023;23:17:31;101;80;2;visCATCH;6;1;;1831;24;3PVIP_056_tractor_gauss4.jpg
02/12/2023;23:17:31;101;81;2;visAHA;5;0;;3408;51;1PVIP_051_wheat_gauss1.5.jpg
02/12/2023;23:17:31;101;82;2;visAHA;2;1;;3739;26;1PVIP_026_hedgehog.new_gauss2.jpg
02/12/2023;23:17:31;101;82;3;solution_solved_VIS;2;1;;550;1;Aufgabe im MRT GELýST?         1 = definitiv gelýst      2 = vermutlich gelýst      3 = weiý ich nicht mehr      4 = vermutlich NICHT gelýst      5 = definitiv NICHT gelýst
02/12/2023;23:17:31;101;82;4;solution_visAHA;Igel;0;1;2345;1;Bitte tippe Dein (damaliges) Lýsungswort hier ein:
02/12/2023;23:17:31;101;83;2;visAHA;6;0;;1772;113;2PVIP_108_shark1_gauss3.jpg
02/12/2023;23:17:31;101;84;2;visCATCH;5;1;;1367;26;3PVIP_058_violin_gauss5.jpg
02/12/2023;23:17:31;101;85;2;visAHA;5;0;;2067;120;2PVIP_115_woman.jpg
02/12/2023;23:17:31;101;86;2;visCATCH;5;1;;1739;25;3PVIP_057_treemouse_gauss3.jpg
02/12/2023;23:17:31;101;87;2;visAHA;4;0;;2799;60;1PVIP_120_toaster.jpg
02/12/2023;23:17:31;101;88;2;visAHA;5;0;;1490;58;1PVIP_118_phone_gauss5.jpg
02/12/2023;23:17:31;101;89;2;visAHA;5;0;;1897;44;1PVIP_044_snake_gauss1.5.jpg
02/12/2023;23:17:31;101;90;2;visAHA;2;1;;2567;24;1PVIP_024_hamster2_gauss1.5.jpg
02/12/2023;23:17:31;101;90;3;solution_solved_VIS;2;1;;897;1;Aufgabe im MRT GELýST?         1 = definitiv gelýst      2 = vermutlich gelýst      3 = weiý ich nicht mehr      4 = vermutlich NICHT gelýst      5 = definitiv NICHT gelýst
02/12/2023;23:17:31;101;90;4;solution_visAHA;Maus;0;2;1684;1;Bitte tippe Dein (damaliges) Lýsungswort hier ein:
02/12/2023;23:17:31;101;91;2;visCATCH;6;1;;1281;21;3PVIP_053_tent_gauss4.jpg
02/12/2023;23:17:31;101;92;2;visAHA;5;0;;2032;99;2PVIP_094_kettle2_gauss3.jpg
02/12/2023;23:17:31;101;93;2;visCATCH;5;1;;1241;49;3PVIP_020_key_gauss3.jpg
02/12/2023;23:17:31;101;94;2;visAHA;3;1;;5593;16;1PVIP_016_crone_gauss1.5.jpg
02/12/2023;23:17:31;101;94;3;solution_solved_VIS;3;1;;835;1;Aufgabe im MRT GELýST?         1 = definitiv gelýst      2 = vermutlich gelýst      3 = weiý ich nicht mehr      4 = vermutlich NICHT gelýst      5 = definitiv NICHT gelýst
02/12/2023;23:17:31;101;94;4;solution_visAHA;Panzer;0;0;3011;1;Bitte tippe Dein (damaliges) Lýsungswort hier ein:
02/12/2023;23:17:31;101;95;2;visCATCH;6;1;;2145;53;3PVIP_024_mole_gauss2.jpg
02/12/2023;23:17:31;101;96;2;visAHA;2;1;;4158;119;2PVIP_114_wolf3.jpg
02/12/2023;23:17:31;101;96;3;solution_solved_VIS;3;1;;1353;1;Aufgabe im MRT GELýST?         1 = definitiv gelýst      2 = vermutlich gelýst      3 = weiý ich nicht mehr      4 = vermutlich NICHT gelýst      5 = definitiv NICHT gelýst
02/12/2023;23:17:31;101;96;4;solution_visAHA;Wolf;0;1;2597;1;Bitte tippe Dein (damaliges) Lýsungswort hier ein:
02/12/2023;23:17:31;101;97;2;visAHA;4;0;;2452;102;2PVIP_097_leopard7.jpg
02/12/2023;23:17:31;101;98;2;visCATCH;5;1;;1549;9;3PVIP_040_blossom2_gauss2.jpg
02/12/2023;23:17:31;101;99;2;visAHA;6;0;;1449;69;2PVIP_063_brick_gauss5.jpg
02/12/2023;23:17:31;101;100;2;visAHA;6;0;;1130;83;2PVIP_077_cow3.jpg
02/12/2023;23:17:31;101;101;2;visCATCH;4;1;;2151;14;3PVIP_045_chicken_gauss3.jpg
02/12/2023;23:17:31;101;102;2;visAHA;2;1;;4683;1;1PVIP_001_accordi2_gauss4.jpg
02/12/2023;23:17:31;101;102;3;solution_solved_VIS;4;0;;2848;1;Aufgabe im MRT GELýST?         1 = definitiv gelýst      2 = vermutlich gelýst      3 = weiý ich nicht mehr      4 = vermutlich NICHT gelýst      5 = definitiv NICHT gelýst
02/12/2023;23:17:31;101;103;2;visAHA;2;1;;2841;117;2PVIP_112_watch.jpg
02/12/2023;23:17:31;101;103;3;solution_solved_VIS;5;0;;1840;1;Aufgabe im MRT GELýST?         1 = definitiv gelýst      2 = vermutlich gelýst      3 = weiý ich nicht mehr      4 = vermutlich NICHT gelýst      5 = definitiv NICHT gelýst
02/12/2023;23:17:31;101;104;2;visCATCH;5;1;;4193;51;3PVIP_022_llama_gauss3.jpg
02/12/2023;23:17:31;101;105;2;visAHA;5;0;;724;2;1PVIP_002_arrow_gauss2.jpg
02/12/2023;23:17:31;101;106;2;visCATCH;4;1;;1866;16;3PVIP_047_clown1_gauss4.jpg
02/12/2023;23:17:31;101;107;2;visAHA;4;0;;2426;53;1PVIP_053_watch2.jpg
02/12/2023;23:17:31;101;108;2;visCATCH;5;1;;1572;23;3PVIP_055_tongue_gauss2.jpg
02/12/2023;23:17:31;101;109;2;visAHA;2;1;;2352;68;2PVIP_062_book2_gauss3.5.jpg
02/12/2023;23:17:31;101;109;3;solution_solved_VIS;3;1;;1058;1;Aufgabe im MRT GELýST?         1 = definitiv gelýst      2 = vermutlich gelýst      3 = weiý ich nicht mehr      4 = vermutlich NICHT gelýst      5 = definitiv NICHT gelýst
02/12/2023;23:17:31;101;109;4;solution_visAHA;Buch;0;1;2327;1;Bitte tippe Dein (damaliges) Lýsungswort hier ein:
02/12/2023;23:17:31;101;110;2;visAHA;5;0;;2427;19;1PVIP_019_elephant1_gauss2.jpg
02/12/2023;23:17:31;101;111;2;visAHA;5;0;;1365;4;1PVIP_004_beetle1_gauss2.5.jpg
02/12/2023;23:17:31;101;112;2;visCATCH;5;1;;785;35;3PVIP_005_dalmation8_gauss6.jpg
02/12/2023;23:17:31;101;113;2;visAHA;6;0;;3205;72;2PVIP_066_burro1_gauss3.jpg
02/12/2023;23:17:31;101;114;2;visCATCH;5;1;;975;3;3PVIP_034_axe.new_gauss2.jpg
02/12/2023;23:17:31;101;115;2;visAHA;4;0;;1915;107;2PVIP_102_owl_gauss4.jpg
02/12/2023;23:17:31;101;116;2;visAHA;6;0;;1145;86;2PVIP_080_ear_gauss2.jpg
02/12/2023;23:17:31;101;117;2;visAHA;6;0;;2070;77;2PVIP_071_chair1_gauss3.jpg
02/12/2023;23:17:31;101;118;2;visCATCH;4;1;;2734;22;3PVIP_054_nashorn_gauss4.jpg
02/12/2023;23:17:31;101;119;2;visAHA;4;0;;1419;28;1PVIP_028_knife.new_gauss1.5.jpg
02/12/2023;23:17:31;101;120;2;visCATCH;6;1;;2164;2;3PVIP_033_auditorium1_gauss4.jpg
02/12/2023;23:17:31;101;121;2;visAHA;2;1;;2256;10;1PVIP_010_brain_gauss3.jpg
02/12/2023;23:17:31;101;121;3;solution_solved_VIS;2;1;;1102;1;Aufgabe im MRT GELýST?         1 = definitiv gelýst      2 = vermutlich gelýst      3 = weiý ich nicht mehr      4 = vermutlich NICHT gelýst      5 = definitiv NICHT gelýst
02/12/2023;23:17:31;101;121;4;solution_visAHA;Gehirn;0;1;2171;1;Bitte tippe Dein (damaliges) Lýsungswort hier ein:
02/12/2023;23:17:31;101;122;2;visCATCH;5;1;;3172;54;3PVIP_025_moose.new_gauss5.jpg
02/12/2023;23:17:31;101;123;2;visAHA;3;1;;6519;39;1PVIP_039_rat_gauss1.jpg
02/12/2023;23:17:31;101;123;3;solution_solved_VIS;3;1;;771;1;Aufgabe im MRT GELýST?         1 = definitiv gelýst      2 = vermutlich gelýst      3 = weiý ich nicht mehr      4 = vermutlich NICHT gelýst      5 = definitiv NICHT gelýst
02/12/2023;23:17:31;101;123;4;solution_visAHA;Katze;0;0;7500;1;Bitte tippe Dein (damaliges) Lýsungswort hier ein:
02/12/2023;23:17:31;101;124;2;visCATCH;5;1;;4128;18;3PVIP_050_sloth_gauss4.jpg
02/12/2023;23:17:31;101;125;2;visAHA;5;0;;3574;15;1PVIP_015_crocodile1_gauss2.5.jpg
02/12/2023;23:17:31;101;126;2;visAHA;2;1;;4586;78;2PVIP_072_cigarette_gauss3.jpg
02/12/2023;23:17:31;101;126;3;solution_solved_VIS;5;0;;1660;1;Aufgabe im MRT GELýST?         1 = definitiv gelýst      2 = vermutlich gelýst      3 = weiý ich nicht mehr      4 = vermutlich NICHT gelýst      5 = definitiv NICHT gelýst
02/12/2023;23:17:31;101;127;2;visAHA;3;1;;3396;54;1PVIP_054_toilet_gauss5.jpg
02/12/2023;23:17:31;101;127;3;solution_solved_VIS;4;0;;1630;1;Aufgabe im MRT GELýST?         1 = definitiv gelýst      2 = vermutlich gelýst      3 = weiý ich nicht mehr      4 = vermutlich NICHT gelýst      5 = definitiv NICHT gelýst
02/12/2023;23:17:31;101;128;2;visAHA;5;0;;3735;41;1PVIP_041_rose.jpg
02/12/2023;23:17:31;101;129;2;visAHA;5;0;;2492;62;2PVIP_056_baby3_gauss5.jpg
02/12/2023;23:17:31;101;130;2;visAHA;6;0;;2020;34;1PVIP_034_octopus.new_gauss1.5.jpg
02/12/2023;23:17:31;101;131;2;visAHA;4;0;;2134;63;2PVIP_057_bag.jpg
02/12/2023;23:17:31;101;132;2;visAHA;5;0;;2155;37;1PVIP_037_pfau_gauss3.jpg
02/12/2023;23:17:31;101;133;2;visAHA;2;1;;3560;74;2PVIP_068_carafe3.jpg
02/12/2023;23:17:31;101;133;3;solution_solved_VIS;4;0;;2330;1;Aufgabe im MRT GELýST?         1 = definitiv gelýst      2 = vermutlich gelýst      3 = weiý ich nicht mehr      4 = vermutlich NICHT gelýst      5 = definitiv NICHT gelýst
02/12/2023;23:17:31;101;134;2;visAHA;5;0;;2703;75;2PVIP_069_cat2.jpg
02/12/2023;23:17:31;101;135;2;visCATCH;6;1;;2061;58;3PVIP_029_pig_gauss3.jpg
02/12/2023;23:17:31;101;136;2;visAHA;5;0;;1957;25;1PVIP_025_hare.new_gauss2.jpg
02/12/2023;23:17:31;101;137;2;visAHA;5;0;;2353;73;2PVIP_067_carafe2.jpg
02/12/2023;23:17:31;101;138;2;visAHA;2;1;;3405;101;2PVIP_096_lamb_gauss3.jpg
02/12/2023;23:17:31;101;138;3;solution_solved_VIS;2;1;;1022;1;Aufgabe im MRT GELýST?         1 = definitiv gelýst      2 = vermutlich gelýst      3 = weiý ich nicht mehr      4 = vermutlich NICHT gelýst      5 = definitiv NICHT gelýst
02/12/2023;23:17:31;101;138;4;solution_visAHA;Lamm;0;1;2216;1;Bitte tippe Dein (damaliges) Lýsungswort hier ein:
02/12/2023;23:17:31;101;139;2;visCATCH;5;1;;3333;15;3PVIP_046_christ47_gauss2.jpg
02/12/2023;23:17:31;101;140;2;visAHA;5;0;;2378;111;2PVIP_106_saxophone1_gauss3.jpg
02/12/2023;23:17:31;101;141;2;visCATCH;6;1;;3174;55;3PVIP_026_moth.new_gauss4.jpg
02/12/2023;23:17:31;101;142;2;visAHA;6;0;;3154;42;1PVIP_042_sheep1_gauss2.5.jpg
02/12/2023;23:17:31;101;143;2;visCATCH;5;1;;2167;37;3PVIP_007_dolphin.new_gauss3.jpg
02/12/2023;23:17:31;101;144;2;visAHA;3;1;;2699;104;2PVIP_099_metro_gauss2.jpg
02/12/2023;23:17:31;101;144;3;solution_solved_VIS;3;1;;1351;1;Aufgabe im MRT GELýST?         1 = definitiv gelýst      2 = vermutlich gelýst      3 = weiý ich nicht mehr      4 = vermutlich NICHT gelýst      5 = definitiv NICHT gelýst
02/12/2023;23:17:31;101;144;4;solution_visAHA;Zug;0;2;2787;1;Bitte tippe Dein (damaliges) Lýsungswort hier ein:
02/12/2023;23:17:31;101;145;2;visCATCH;5;1;;2938;48;3PVIP_018_kameleon1_gauss4.jpg
02/12/2023;23:17:31;101;146;2;visAHA;6;0;;2247;109;2PVIP_104_piano.jpg
02/12/2023;23:17:31;101;147;2;visAHA;5;0;;2479;5;1PVIP_005_bell_gauss1.5.jpg
02/12/2023;23:17:31;101;148;2;visCATCH;6;1;;1703;45;3PVIP_015_horse.new_gauss3.jpg
02/12/2023;23:17:31;101;149;2;visAHA;4;0;;3109;36;1PVIP_036_pen2.jpg
02/12/2023;23:17:31;101;150;2;visCATCH;5;1;;2196;38;3PVIP_008_duck.new_gauss2.jpg
02/12/2023;23:17:31;101;151;2;visAHA;3;1;;5255;56;1PVIP_116_otter.jpg
02/12/2023;23:17:31;101;151;3;solution_solved_VIS;4;0;;517;1;Aufgabe im MRT GELýST?         1 = definitiv gelýst      2 = vermutlich gelýst      3 = weiý ich nicht mehr      4 = vermutlich NICHT gelýst      5 = definitiv NICHT gelýst
02/12/2023;23:17:31;101;152;2;visAHA;5;0;;2379;108;2PVIP_103_panda_gauss6.jpg
02/12/2023;23:17:31;101;153;2;visCATCH;5;1;;2311;12;3PVIP_043_candy_gauss3.jpg
02/12/2023;23:17:31;101;154;2;visAHA;6;0;;2525;118;2PVIP_113_whale.jpg
02/12/2023;23:17:31;101;155;2;visCATCH;5;1;;1563;13;3PVIP_044_caterpillar.new_gauss3.jpg
02/12/2023;23:17:31;101;156;2;visAHA;6;0;;3151;97;2PVIP_092_jet1_gauss5.jpg
02/12/2023;23:17:31;101;157;2;visAHA;4;0;;3859;46;1PVIP_046_tiger_gauss2.5.jpg
02/12/2023;23:17:31;101;158;2;visCATCH;4;1;;3131;27;3PVIP_059_wateringcan_gauss4.jpg
02/12/2023;23:17:31;101;159;2;visAHA;3;1;;4633;70;2PVIP_064_bridge_gauss2.5.jpg
02/12/2023;23:17:31;101;159;3;solution_solved_VIS;3;1;;1280;1;Aufgabe im MRT GELýST?         1 = definitiv gelýst      2 = vermutlich gelýst      3 = weiý ich nicht mehr      4 = vermutlich NICHT gelýst      5 = definitiv NICHT gelýst
02/12/2023;23:17:31;101;159;4;solution_visAHA;Schmetterling;0;0;4717;1;Bitte tippe Dein (damaliges) Lýsungswort hier ein:
02/12/2023;23:17:31;101;160;2;visAHA;4;0;;3457;14;1PVIP_014_chipmunk_gauss2.jpg
02/12/2023;23:17:31;101;161;2;visCATCH;5;1;;2073;59;3PVIP_030_pigeon_gauss4.jpg
02/12/2023;23:17:31;101;162;2;visAHA;5;0;;2536;3;1PVIP_003_beehive_gauss2.jpg
02/12/2023;23:17:31;101;163;2;visAHA;4;0;;2693;57;1PVIP_117_pepper.jpg
02/12/2023;23:17:31;101;164;2;visCATCH;6;1;;2149;1;3PVIP_032_ameise_gauss2.jpg
02/12/2023;23:17:31;101;165;2;visAHA;4;0;;1816;112;2PVIP_107_scorpion_gauss8.jpg
02/12/2023;23:17:31;101;166;2;visCATCH;6;1;;1475;32;3PVIP_002_cockpit_gauss3.jpg
02/12/2023;23:17:31;101;167;2;visAHA;3;1;;3571;93;2PVIP_088_gun.jpg
02/12/2023;23:17:31;101;167;3;solution_solved_VIS;5;0;;876;1;Aufgabe im MRT GELýST?         1 = definitiv gelýst      2 = vermutlich gelýst      3 = weiý ich nicht mehr      4 = vermutlich NICHT gelýst      5 = definitiv NICHT gelýst
02/12/2023;23:17:31;101;168;2;visCATCH;5;1;;1332;28;3PVIP_060_wine2_gauss5.jpg
02/12/2023;23:17:31;101;169;2;visAHA;5;0;;2450;90;2PVIP_085_frog5.jpg
02/12/2023;23:17:31;101;170;2;visCATCH;6;1;;1745;56;3PVIP_027_pangolins_gauss4.jpg
02/12/2023;23:17:31;101;171;2;visAHA;6;0;;2567;43;1PVIP_043_snail.new_gauss2.5.jpg
02/12/2023;23:17:31;101;172;2;visAHA;4;0;;4371;71;2PVIP_065_bulldog5_gauss3.jpg
02/12/2023;23:17:31;101;173;2;visCATCH;5;1;;1807;40;3PVIP_010_flamingo_gauss3.jpg
02/12/2023;23:17:31;101;174;2;visAHA;5;0;;2930;38;1PVIP_038_python2_gauss2.jpg
02/12/2023;23:17:31;101;175;2;visAHA;3;1;;3823;87;2PVIP_081_elephant2_gauss2.jpg
02/12/2023;23:17:31;101;175;3;solution_solved_VIS;3;1;;751;1;Aufgabe im MRT GELýST?         1 = definitiv gelýst      2 = vermutlich gelýst      3 = weiý ich nicht mehr      4 = vermutlich NICHT gelýst      5 = definitiv NICHT gelýst
02/12/2023;23:17:31;101;175;4;solution_visAHA;Elefant;0;1;3097;1;Bitte tippe Dein (damaliges) Lýsungswort hier ein:
02/12/2023;23:17:31;101;176;2;visCATCH;5;1;;2100;11;3PVIP_042_bread2_gauss2.jpg
02/12/2023;23:17:31;101;177;2;visAHA;4;0;;3178;9;1PVIP_009_railroad_gauss5.jpg
02/12/2023;23:17:31;101;178;2;visAHA;5;0;;1613;91;2PVIP_086_girl.jpg
02/12/2023;23:17:31;101;179;2;visAHA;6;0;;1662;82;2PVIP_076_computer.new_gauss5.jpg
02/12/2023;23:17:31;101;180;2;visAHA;5;0;;1759;47;1PVIP_047_toad2_gauss1.jpg
02/12/2023;23:17:31;101;181;2;visAHA;5;0;;1388;95;2PVIP_090_hawk_gauss4.jpg
06/12/2023;11:05:51;114;2;2;visCATCH;5;1;;7144;18;3PVIP_050_sloth_gauss4.jpg
06/12/2023;11:05:51;114;3;2;visAHA;3;1;;3932;112;2PVIP_107_scorpion_gauss8.jpg
06/12/2023;11:05:51;114;3;3;solution_solved_VIS;4;0;;3580;1;Aufgabe im MRT GELýST?         1 = definitiv gelýst      2 = vermutlich gelýst      3 = weiý ich nicht mehr      4 = vermutlich NICHT gelýst      5 = definitiv NICHT gelýst
06/12/2023;11:05:51;114;4;2;visAHA;2;1;;2262;14;1PVIP_014_chipmunk_gauss2.jpg
06/12/2023;11:05:51;114;4;3;solution_solved_VIS;2;1;;858;1;Aufgabe im MRT GELýST?         1 = definitiv gelýst      2 = vermutlich gelýst      3 = weiý ich nicht mehr      4 = vermutlich NICHT gelýst      5 = definitiv NICHT gelýst
06/12/2023;11:05:51;114;4;4;solution_visAHA;Eichhýrnchen;0;2;7921;1;Bitte tippe Dein (damaliges) Lýsungswort hier ein:
06/12/2023;11:05:51;114;5;2;visAHA;5;0;;5820;79;2PVIP_073_coffee_gauss5.jpg
06/12/2023;11:05:51;114;6;2;visAHA;2;1;;749;65;2PVIP_059_bear.new_gauss4.jpg
